RIDAGEYR,INDFMPIR
38.0,4.66
71.0,5.0
13.0,0.65
9.0,1.54
5.0,1.05
66.0,3.68
80.0,2.16
57.0,0.99
45.0,1.22
21.0,0.52
46.0,5.0
9.0,1.71
37.0,0.62
34.0,5.0
17.0,2.34
15.0,0.46
37.0,0.41
55.0,0.1
79.0,2.18
3.0,3.13
58.0,5.0
3.0,0.94
8.0,2.52
73.0,4.16
15.0,2.5
13.0,1.17
49.0,4.05
71.0,1.01
70.0,1.09
14.0,3.08
42.0,0.87
31.0,0.91
47.0,5.397605346934028e-79
9.0,1.8
12.0,2.88
43.0,2.88
36.0,2.78
7.0,1.09
31.0,1.26
33.0,0.55
23.0,3.68
17.0,1.26
9.0,2.5
78.0,4.42
37.0,5.0
57.0,5.0
74.0,5.0
10.0,3.07
1.0,1.41
54.0,1.69
71.0,5.0
13.0,1.74
61.0,1.51
65.0,2.65
60.0,0.74
24.0,4.1
32.0,1.26
52.0,4.0
53.0,1.24
10.0,2.0
2.0,4.9
36.0,5.0
29.0,1.37
39.0,2.52
45.0,3.09
1.0,2.96
8.0,0.89
25.0,2.24
28.0,2.21
40.0,1.68
77.0,3.55
56.0,2.88
29.0,5.0
60.0,2.38
1.0,0.94
5.0,1.75
28.0,5.0
20.0,2.92
49.0,1.05
15.0,5.0
32.0,5.0
18.0,0.74
28.0,5.0
40.0,1.01
69.0,1.31
6.0,3.42
75.0,0.6
75.0,2.75
49.0,4.56
3.0,3.42
23.0,3.28
59.0,1.52
5.0,0.16
14.0,2.92
80.0,1.52
59.0,1.91
16.0,2.95
16.0,1.72
80.0,3.55
43.0,2.83
9.0,1.75
60.0,1.27
25.0,1.09
19.0,0.77
58.0,4.82
16.0,1.39
65.0,0.52
50.0,4.15
12.0,0.73
39.0,1.3
26.0,3.42
36.0,5.0
64.0,0.7
55.0,2.16
13.0,2.69
65.0,1.91
15.0,0.98
27.0,5.0
9.0,5.0
5.0,5.0
45.0,0.54
9.0,1.26
5.397605346934028e-79,5.0
8.0,3.37
25.0,5.0
64.0,4.42
17.0,1.85
77.0,2.06
80.0,2.94
67.0,4.34
79.0,5.0
10.0,0.3
51.0,5.0
8.0,0.62
14.0,1.0
41.0,2.7
18.0,0.07
10.0,0.87
36.0,0.85
4.0,0.77
5.0,0.91
36.0,3.19
51.0,5.0
76.0,3.28
11.0,2.31
19.0,1.47
26.0,1.75
64.0,4.86
3.0,4.1
8.0,4.88
14.0,0.77
10.0,2.88
5.0,0.23
45.0,4.33
14.0,5.0
62.0,0.36
13.0,1.0
5.397605346934028e-79,0.72
52.0,0.2
75.0,5.0
80.0,1.77
8.0,4.22
13.0,0.85
40.0,0.62
29.0,0.88
41.0,4.43
10.0,0.94
42.0,0.55
8.0,0.02
51.0,3.08
5.0,1.13
63.0,1.37
46.0,5.0
6.0,5.0
8.0,0.41
24.0,0.96
68.0,2.79
19.0,2.68
53.0,2.16
22.0,1.47
22.0,1.39
38.0,4.05
10.0,1.75
50.0,2.06
54.0,4.92
47.0,4.82
13.0,1.08
70.0,2.01
17.0,5.0
76.0,2.79
12.0,2.34
52.0,0.55
28.0,2.1
26.0,2.73
27.0,4.37
32.0,2.83
19.0,4.13
30.0,0.82
23.0,1.91
2.0,3.94
9.0,0.62
73.0,2.74
16.0,0.08
18.0,0.52
65.0,5.0
55.0,1.89
42.0,1.1
60.0,2.13
44.0,5.0
10.0,5.0
17.0,3.04
31.0,2.26
5.397605346934028e-79,0.77
54.0,1.94
30.0,1.96
41.0,1.3
62.0,3.33
3.0,1.74
16.0,2.1
3.0,1.29
10.0,1.85
11.0,1.07
13.0,3.08
16.0,2.47
12.0,1.48
57.0,4.34
72.0,4.59
14.0,2.19
14.0,0.86
25.0,1.34
5.397605346934028e-79,5.0
4.0,1.85
27.0,5.0
9.0,1.62
7.0,5.0
5.0,0.82
61.0,1.6
80.0,0.57
36.0,3.91
78.0,1.94
49.0,5.0
64.0,0.88
1.0,4.5
32.0,0.4
12.0,0.86
14.0,2.26
12.0,5.0
75.0,1.01
7.0,0.3
56.0,0.22
7.0,4.31
66.0,0.62
65.0,5.0
37.0,2.28
11.0,5.0
74.0,2.53
79.0,4.0
7.0,2.29
9.0,4.31
8.0,2.83
80.0,2.35
68.0,4.45
5.0,0.83
18.0,1.14
71.0,5.0
5.0,0.77
65.0,1.32
50.0,2.16
80.0,1.85
51.0,1.29
17.0,2.16
5.397605346934028e-79,5.0
21.0,2.16
68.0,1.48
9.0,4.12
71.0,1.1
44.0,5.0
49.0,2.5
70.0,0.9
80.0,3.58
27.0,2.47
14.0,1.34
10.0,1.37
62.0,5.0
43.0,1.8
60.0,4.63
47.0,2.83
17.0,5.0
8.0,2.67
27.0,3.13
6.0,2.54
32.0,2.17
34.0,2.95
32.0,0.26
40.0,4.17
14.0,2.29
20.0,1.37
29.0,0.82
1.0,3.37
62.0,5.0
15.0,0.88
74.0,1.97
6.0,3.33
11.0,2.52
33.0,0.74
5.0,1.85
6.0,1.17
65.0,2.12
5.397605346934028e-79,0.23
71.0,3.66
60.0,1.32
40.0,5.0
71.0,3.17
14.0,1.16
70.0,1.07
1.0,2.85
18.0,1.49
13.0,1.78
65.0,5.0
5.0,0.55
5.397605346934028e-79,4.86
38.0,0.8
58.0,2.51
80.0,1.04
17.0,1.71
39.0,3.56
12.0,0.86
34.0,1.14
64.0,4.32
60.0,2.4
15.0,1.96
43.0,5.0
41.0,5.0
71.0,1.07
56.0,5.0
5.397605346934028e-79,1.59
60.0,5.0
72.0,1.84
1.0,3.16
74.0,2.33
2.0,5.0
12.0,2.15
70.0,0.74
5.0,0.75
47.0,5.0
22.0,1.07
48.0,3.13
1.0,1.95
69.0,1.84
43.0,5.0
28.0,3.88
16.0,3.5
70.0,4.12
55.0,2.43
12.0,4.48
70.0,1.0
11.0,5.0
21.0,0.48
18.0,1.02
7.0,1.49
53.0,0.82
66.0,0.99
51.0,5.0
41.0,2.61
80.0,1.51
17.0,5.0
65.0,3.55
18.0,1.61
36.0,4.53
9.0,0.46
7.0,0.82
50.0,1.99
3.0,5.0
65.0,5.0
1.0,1.3
62.0,1.27
11.0,1.76
10.0,4.15
71.0,3.17
33.0,0.25
12.0,0.27
68.0,5.0
66.0,0.46
52.0,4.44
62.0,0.77
10.0,4.25
42.0,1.44
48.0,5.0
68.0,4.06
1.0,2.41
25.0,2.95
12.0,2.41
80.0,2.94
33.0,0.41
13.0,5.0
2.0,1.41
68.0,5.0
49.0,2.31
18.0,4.33
68.0,4.06
22.0,1.25
55.0,1.61
34.0,1.14
63.0,2.5
78.0,2.83
73.0,1.67
35.0,4.32
7.0,5.0
60.0,5.0
16.0,2.34
67.0,5.0
72.0,0.27
69.0,1.51
17.0,3.67
24.0,0.33
1.0,2.56
80.0,1.41
7.0,5.0
17.0,0.58
58.0,1.21
15.0,3.34
2.0,5.0
26.0,4.46
50.0,5.0
14.0,2.88
31.0,2.61
15.0,0.81
11.0,2.88
9.0,2.16
18.0,0.37
58.0,5.0
64.0,5.397605346934028e-79
19.0,3.4
72.0,3.3
78.0,2.25
22.0,2.83
29.0,1.07
24.0,0.28
72.0,3.09
75.0,2.87
54.0,3.68
73.0,0.52
48.0,0.82
57.0,5.397605346934028e-79
30.0,0.55
48.0,5.0
80.0,5.0
53.0,5.0
22.0,1.75
67.0,5.0
3.0,0.4
75.0,1.77
70.0,3.3
32.0,5.397605346934028e-79
70.0,0.04
8.0,4.02
66.0,0.72
70.0,5.0
8.0,2.31
2.0,2.34
80.0,1.72
14.0,0.11
9.0,0.54
5.0,0.88
63.0,5.0
63.0,0.97
70.0,1.29
55.0,4.02
17.0,4.68
18.0,0.61
13.0,0.62
67.0,2.52
54.0,5.0
7.0,1.61
80.0,2.61
36.0,3.31
8.0,0.81
5.397605346934028e-79,4.67
79.0,2.59
64.0,5.0
69.0,1.26
73.0,3.8
21.0,4.23
80.0,2.08
70.0,2.33
64.0,0.08
62.0,5.0
34.0,5.0
35.0,0.02
3.0,4.33
11.0,1.85
47.0,5.0
32.0,5.0
35.0,3.93
47.0,5.0
31.0,0.16
9.0,5.0
1.0,0.11
23.0,0.07
7.0,3.08
73.0,0.88
77.0,4.1
12.0,3.96
6.0,1.0
22.0,0.37
72.0,1.18
38.0,5.0
71.0,1.05
37.0,2.86
17.0,2.12
62.0,0.71
70.0,4.02
14.0,5.0
14.0,1.55
64.0,0.44
3.0,1.03
73.0,0.73
65.0,5.0
57.0,4.78
71.0,2.18
36.0,1.09
10.0,1.12
1.0,0.23
11.0,2.17
32.0,5.0
15.0,3.22
3.0,5.0
27.0,0.13
49.0,5.0
76.0,3.04
67.0,1.65
66.0,3.8
58.0,0.45
35.0,1.19
63.0,1.55
49.0,3.54
38.0,4.15
31.0,1.2
21.0,2.01
53.0,5.0
25.0,5.397605346934028e-79
14.0,1.62
72.0,3.09
68.0,5.0
19.0,2.16
2.0,3.22
3.0,0.11
10.0,1.54
5.397605346934028e-79,1.62
1.0,0.05
16.0,3.13
17.0,0.97
25.0,5.0
6.0,4.83
62.0,5.0
58.0,0.74
36.0,2.41
12.0,4.56
34.0,1.67
39.0,5.0
13.0,4.75
69.0,3.31
12.0,0.3
72.0,0.7
30.0,2.13
37.0,2.31
77.0,0.99
67.0,3.28
58.0,3.46
49.0,0.58
52.0,1.91
57.0,1.08
28.0,5.0
25.0,3.24
75.0,4.82
80.0,2.8
59.0,4.12
62.0,1.75
40.0,4.12
5.397605346934028e-79,0.92
48.0,1.3
60.0,5.0
1.0,0.97
30.0,3.4
42.0,5.0
44.0,4.17
41.0,1.67
14.0,5.397605346934028e-79
67.0,4.8
1.0,5.0
6.0,5.0
47.0,1.13
49.0,5.0
19.0,1.37
49.0,3.31
58.0,1.34
8.0,3.69
5.397605346934028e-79,2.53
80.0,2.71
79.0,4.82
80.0,1.5
10.0,2.69
3.0,1.26
9.0,5.0
53.0,5.0
4.0,5.0
6.0,2.77
57.0,5.0
19.0,0.35
55.0,2.61
16.0,4.33
51.0,5.0
39.0,5.0
64.0,2.58
21.0,0.45
34.0,2.25
41.0,0.11
45.0,1.09
18.0,0.45
53.0,2.58
66.0,5.0
35.0,3.69
61.0,4.37
5.0,1.98
73.0,5.0
8.0,1.05
62.0,5.0
16.0,5.0
34.0,0.53
10.0,0.84
29.0,0.95
4.0,5.0
13.0,5.0
69.0,5.0
34.0,1.58
18.0,3.3
3.0,5.0
2.0,0.34
40.0,1.41
10.0,1.22
15.0,5.0
10.0,1.85
5.397605346934028e-79,3.69
7.0,0.45
51.0,3.83
13.0,1.85
67.0,5.0
62.0,0.74
70.0,2.29
53.0,2.83
64.0,1.51
60.0,1.04
80.0,3.96
52.0,3.33
73.0,1.11
48.0,5.0
7.0,5.0
12.0,1.2
70.0,3.28
74.0,3.35
63.0,0.79
4.0,2.28
8.0,0.94
5.0,5.0
47.0,5.0
35.0,0.03
3.0,0.35
72.0,5.0
7.0,0.83
62.0,3.35
33.0,5.0
28.0,1.15
12.0,0.12
5.397605346934028e-79,5.0
59.0,5.0
3.0,1.09
4.0,0.47
52.0,3.96
49.0,0.74
3.0,2.43
5.0,1.65
53.0,2.8
51.0,5.0
24.0,0.75
31.0,1.03
15.0,3.41
80.0,0.53
7.0,0.85
34.0,5.0
5.397605346934028e-79,1.42
59.0,3.17
13.0,1.22
7.0,0.77
78.0,1.37
43.0,1.3
14.0,2.11
15.0,5.0
61.0,5.0
63.0,3.82
25.0,3.87
78.0,2.32
80.0,5.0
16.0,4.15
61.0,4.89
1.0,2.78
27.0,1.01
73.0,2.95
66.0,1.25
4.0,1.12
4.0,0.66
43.0,1.83
5.0,2.61
2.0,0.87
72.0,3.72
77.0,2.03
30.0,5.0
7.0,4.68
22.0,4.42
6.0,1.18
65.0,4.37
5.0,5.0
2.0,5.0
38.0,5.0
29.0,3.42
73.0,3.43
10.0,5.0
8.0,1.01
23.0,0.58
44.0,5.0
15.0,0.87
60.0,3.16
56.0,0.58
55.0,5.0
4.0,3.17
29.0,3.77
27.0,5.0
66.0,5.0
65.0,1.64
5.397605346934028e-79,2.26
2.0,0.92
42.0,2.4
65.0,0.68
46.0,2.06
18.0,0.69
80.0,2.51
39.0,0.02
27.0,0.48
56.0,1.19
50.0,5.0
38.0,2.61
60.0,2.3
15.0,3.6
33.0,1.51
4.0,0.58
80.0,0.7
17.0,1.61
29.0,2.94
71.0,5.0
50.0,5.0
7.0,1.86
62.0,5.0
25.0,3.68
3.0,0.23
4.0,2.13
26.0,4.78
33.0,5.0
7.0,0.3
44.0,0.88
39.0,5.397605346934028e-79
46.0,0.58
12.0,2.43
15.0,5.0
70.0,3.82
8.0,2.47
7.0,5.0
13.0,0.33
59.0,2.18
13.0,1.1
23.0,3.53
9.0,5.0
69.0,4.64
67.0,5.0
58.0,3.68
70.0,1.55
37.0,1.61
55.0,1.3
50.0,0.71
17.0,5.0
63.0,3.9
40.0,1.01
80.0,1.64
60.0,5.0
61.0,1.84
4.0,0.81
70.0,1.58
30.0,2.88
79.0,4.06
58.0,5.0
70.0,4.72
12.0,0.8
40.0,2.09
62.0,1.14
3.0,0.93
42.0,2.29
46.0,5.0
16.0,2.61
61.0,0.81
35.0,5.0
18.0,1.65
55.0,0.15
77.0,3.3
80.0,1.17
17.0,5.0
77.0,5.0
15.0,3.87
31.0,0.82
37.0,4.34
9.0,2.78
71.0,0.52
10.0,1.26
80.0,5.0
9.0,2.96
5.0,2.52
17.0,4.02
15.0,0.02
77.0,1.65
20.0,1.01
44.0,5.0
70.0,4.64
33.0,0.81
43.0,0.37
42.0,2.56
27.0,2.02
29.0,3.91
6.0,2.1
44.0,5.0
61.0,4.8
64.0,4.56
52.0,5.0
1.0,5.0
16.0,5.397605346934028e-79
13.0,5.0
72.0,2.21
59.0,0.32
3.0,2.48
44.0,4.45
6.0,5.0
64.0,3.96
28.0,1.67
46.0,2.61
7.0,1.67
11.0,4.3
43.0,4.62
59.0,4.93
30.0,0.48
79.0,5.0
23.0,1.1
2.0,0.67
57.0,5.0
58.0,3.04
40.0,1.98
63.0,1.13
41.0,5.0
5.397605346934028e-79,1.71
73.0,0.73
68.0,3.43
55.0,5.0
14.0,1.15
67.0,0.8
78.0,2.46
58.0,0.83
9.0,1.18
44.0,0.24
17.0,4.12
64.0,4.31
61.0,4.61
37.0,5.0
9.0,3.68
32.0,1.1
18.0,5.0
8.0,1.06
18.0,3.42
29.0,5.0
59.0,1.55
23.0,0.79
80.0,2.21
37.0,0.33
45.0,0.82
80.0,5.0
6.0,1.72
80.0,5.0
65.0,1.06
70.0,2.1
10.0,4.68
1.0,1.05
2.0,2.06
7.0,0.79
2.0,3.41
41.0,5.0
77.0,1.14
24.0,5.397605346934028e-79
65.0,0.82
45.0,5.0
69.0,5.0
43.0,5.0
53.0,5.0
78.0,2.36
80.0,5.0
8.0,2.98
11.0,2.96
70.0,3.22
13.0,1.3
26.0,5.0
1.0,4.43
11.0,2.41
69.0,0.88
75.0,4.42
60.0,5.0
41.0,5.0
69.0,3.07
4.0,1.8
19.0,2.58
10.0,2.42
29.0,4.37
6.0,4.26
13.0,5.0
6.0,0.62
62.0,1.97
53.0,1.22
5.0,2.72
63.0,0.84
74.0,4.6
75.0,2.51
1.0,1.12
11.0,1.01
57.0,2.73
15.0,1.78
80.0,1.03
21.0,1.57
1.0,1.74
41.0,1.27
30.0,3.83
70.0,2.16
58.0,0.61
70.0,4.06
66.0,5.0
56.0,0.72
67.0,5.0
60.0,1.15
39.0,1.99
7.0,5.0
74.0,1.24
57.0,1.1
36.0,0.94
27.0,2.74
42.0,1.67
12.0,5.0
75.0,1.02
12.0,3.08
9.0,1.41
62.0,0.43
5.397605346934028e-79,0.83
59.0,3.26
21.0,2.87
62.0,5.0
50.0,4.91
65.0,0.58
7.0,5.0
61.0,1.18
37.0,3.6
6.0,1.41
36.0,1.78
33.0,1.92
5.0,1.7
74.0,2.21
9.0,0.38
42.0,3.3
4.0,5.0
12.0,5.0
64.0,5.397605346934028e-79
16.0,5.0
2.0,1.68
46.0,5.0
12.0,5.0
3.0,1.99
1.0,1.56
66.0,3.47
63.0,0.29
30.0,5.0
78.0,2.61
51.0,4.31
75.0,1.32
15.0,1.82
38.0,1.09
57.0,2.73
51.0,2.61
23.0,0.97
24.0,5.0
69.0,1.21
50.0,0.2
12.0,2.41
69.0,1.94
51.0,2.87
75.0,4.34
80.0,4.56
68.0,1.81
80.0,1.52
80.0,1.81
1.0,4.64
68.0,5.0
48.0,1.93
68.0,1.94
44.0,3.57
55.0,3.96
26.0,5.0
60.0,5.0
7.0,5.397605346934028e-79
66.0,3.02
32.0,1.91
27.0,0.1
18.0,2.61
59.0,1.34
11.0,0.65
4.0,1.29
76.0,5.0
60.0,1.44
66.0,3.09
74.0,5.0
11.0,2.56
51.0,3.19
72.0,1.95
5.397605346934028e-79,5.0
3.0,0.48
31.0,4.68
24.0,0.24
9.0,1.16
7.0,1.13
62.0,0.62
11.0,2.88
18.0,5.0
12.0,0.55
12.0,0.85
2.0,1.05
50.0,5.0
62.0,1.03
11.0,3.0
3.0,1.44
46.0,3.77
11.0,0.62
3.0,2.13
33.0,1.97
71.0,2.67
61.0,3.69
15.0,1.01
13.0,4.93
3.0,0.84
14.0,0.45
31.0,3.75
59.0,5.397605346934028e-79
34.0,5.0
16.0,0.82
64.0,0.81
24.0,0.67
37.0,1.7
10.0,2.64
34.0,2.07
16.0,2.82
33.0,5.0
56.0,1.1
1.0,1.09
25.0,2.4
71.0,4.56
7.0,1.8
3.0,1.7
78.0,4.69
16.0,0.84
80.0,5.0
63.0,1.77
41.0,5.0
45.0,4.64
67.0,4.56
17.0,2.58
6.0,3.56
51.0,2.94
19.0,5.0
10.0,4.62
5.0,0.25
17.0,4.27
42.0,5.0
46.0,5.0
77.0,2.06
13.0,2.64
68.0,4.12
63.0,5.0
49.0,0.04
2.0,4.32
41.0,0.74
10.0,2.74
13.0,2.12
34.0,4.14
9.0,5.0
15.0,1.98
44.0,5.0
62.0,2.73
37.0,5.0
58.0,5.0
32.0,1.85
66.0,1.86
61.0,1.67
80.0,4.78
63.0,4.46
8.0,4.03
60.0,5.0
80.0,1.03
80.0,2.18
79.0,1.71
4.0,5.0
70.0,3.29
64.0,5.0
2.0,0.45
44.0,2.67
79.0,2.21
12.0,3.55
80.0,1.22
47.0,3.42
74.0,0.74
41.0,5.0
1.0,2.31
4.0,2.85
67.0,3.68
57.0,5.0
56.0,0.61
14.0,5.0
11.0,1.59
61.0,5.0
77.0,5.0
16.0,3.62
10.0,5.0
3.0,1.01
28.0,0.77
69.0,3.82
9.0,3.45
20.0,1.23
30.0,0.57
10.0,1.46
42.0,5.0
61.0,5.0
58.0,2.62
37.0,3.09
20.0,2.82
71.0,5.0
20.0,5.0
8.0,1.91
5.397605346934028e-79,0.97
5.397605346934028e-79,5.0
4.0,3.41
27.0,2.87
62.0,2.46
12.0,1.3
26.0,1.44
10.0,1.24
63.0,4.42
34.0,2.16
63.0,5.0
65.0,1.27
52.0,0.96
63.0,4.53
54.0,5.397605346934028e-79
60.0,3.55
23.0,4.12
41.0,5.0
62.0,3.04
80.0,1.71
60.0,3.42
7.0,5.0
49.0,5.0
61.0,2.73
75.0,0.76
73.0,1.91
59.0,5.0
8.0,0.92
59.0,3.55
8.0,0.68
1.0,1.07
41.0,4.32
12.0,0.36
26.0,3.43
28.0,5.0
41.0,2.02
47.0,5.0
21.0,1.3
69.0,0.68
23.0,5.0
48.0,4.12
5.0,2.28
13.0,0.77
19.0,0.99
60.0,0.66
29.0,1.91
16.0,0.92
30.0,1.2
53.0,2.19
76.0,4.1
75.0,1.84
26.0,2.61
50.0,5.0
23.0,0.34
15.0,4.32
30.0,0.25
80.0,2.73
33.0,5.0
61.0,2.03
19.0,5.0
78.0,2.65
30.0,1.31
73.0,0.88
18.0,5.397605346934028e-79
40.0,1.54
55.0,2.04
60.0,3.02
5.0,2.85
46.0,0.2
18.0,3.33
79.0,2.18
63.0,5.0
27.0,2.5
22.0,1.3
32.0,0.68
66.0,1.38
55.0,3.24
80.0,1.37
25.0,2.39
23.0,1.03
44.0,5.0
28.0,4.32
80.0,2.43
6.0,4.93
52.0,5.0
7.0,2.83
13.0,0.57
14.0,2.16
45.0,3.44
15.0,0.57
59.0,1.77
20.0,0.65
22.0,1.99
41.0,5.0
8.0,2.64
30.0,3.77
6.0,0.42
40.0,1.85
5.397605346934028e-79,3.41
14.0,1.46
18.0,0.22
5.397605346934028e-79,4.33
42.0,3.55
56.0,2.74
8.0,2.85
2.0,5.0
57.0,5.0
8.0,1.39
44.0,3.69
80.0,1.97
55.0,5.0
69.0,5.0
48.0,5.0
36.0,1.22
41.0,5.0
36.0,1.61
5.397605346934028e-79,0.32
19.0,0.97
67.0,2.73
80.0,1.72
5.0,1.13
4.0,5.0
25.0,5.0
27.0,5.0
78.0,4.46
79.0,2.28
69.0,0.87
68.0,2.84
62.0,0.6
46.0,5.0
21.0,5.397605346934028e-79
41.0,5.0
76.0,0.92
2.0,1.67
44.0,1.32
29.0,0.3
63.0,4.44
70.0,2.91
64.0,2.62
55.0,0.78
12.0,0.62
50.0,5.0
4.0,5.0
25.0,2.73
12.0,1.34
14.0,2.47
62.0,3.04
29.0,0.75
45.0,0.58
2.0,1.94
15.0,5.0
18.0,2.05
41.0,1.81
60.0,0.09
15.0,1.83
80.0,3.82
27.0,0.05
80.0,2.16
72.0,3.38
37.0,4.78
8.0,0.93
48.0,5.0
5.0,1.89
15.0,1.08
16.0,3.26
67.0,5.0
14.0,5.0
11.0,0.75
44.0,0.52
63.0,0.4
16.0,0.49
37.0,3.91
17.0,0.89
71.0,1.01
17.0,5.0
80.0,3.09
61.0,4.59
20.0,2.13
23.0,1.07
73.0,5.0
39.0,2.55
64.0,5.0
54.0,1.16
30.0,2.18
42.0,1.61
12.0,4.32
63.0,2.62
60.0,2.16
73.0,3.31
44.0,2.98
9.0,1.54
59.0,5.0
42.0,5.0
75.0,4.78
17.0,1.57
13.0,5.0
53.0,4.78
34.0,5.0
43.0,5.0
10.0,2.31
24.0,2.26
53.0,5.0
18.0,5.0
12.0,3.16
17.0,3.6
13.0,0.38
8.0,2.02
68.0,1.62
60.0,4.27
1.0,0.48
7.0,2.85
44.0,1.82
37.0,1.01
75.0,2.03
80.0,2.76
45.0,3.72
62.0,2.28
32.0,2.94
28.0,3.55
61.0,1.04
56.0,0.66
9.0,5.0
8.0,1.29
76.0,3.43
73.0,1.58
16.0,3.6
17.0,5.0
40.0,4.46
10.0,2.39
70.0,0.81
15.0,2.61
22.0,2.95
9.0,0.42
80.0,0.98
46.0,5.0
11.0,2.77
21.0,1.3
60.0,3.73
49.0,5.0
59.0,2.48
68.0,5.0
66.0,5.397605346934028e-79
72.0,3.13
52.0,2.94
10.0,1.89
18.0,5.0
3.0,3.44
76.0,3.28
7.0,3.33
51.0,0.69
25.0,5.0
80.0,3.77
8.0,1.3
11.0,5.0
10.0,5.0
58.0,1.32
38.0,3.83
5.0,0.94
14.0,1.99
5.397605346934028e-79,0.75
80.0,3.43
5.0,5.0
57.0,1.91
38.0,5.0
31.0,5.0
40.0,3.4
80.0,1.3
33.0,4.67
63.0,3.7
13.0,2.5
63.0,1.57
45.0,5.0
39.0,4.1
62.0,5.397605346934028e-79
68.0,1.24
6.0,1.55
28.0,0.99
11.0,2.74
9.0,1.13
8.0,4.0
61.0,0.42
14.0,1.71
32.0,0.59
62.0,5.0
4.0,3.02
45.0,3.87
42.0,1.67
13.0,3.32
37.0,1.67
71.0,3.09
17.0,0.55
58.0,5.0
24.0,0.46
20.0,0.55
66.0,2.04
57.0,4.59
28.0,4.31
4.0,0.57
44.0,2.85
68.0,0.88
13.0,0.66
76.0,3.96
42.0,1.8
40.0,2.46
48.0,5.0
5.0,0.82
10.0,5.0
41.0,5.0
50.0,5.0
7.0,1.91
52.0,3.8
6.0,1.48
73.0,1.07
63.0,5.397605346934028e-79
38.0,0.97
18.0,0.98
12.0,4.41
66.0,5.0
36.0,4.97
75.0,5.0
72.0,5.0
72.0,2.88
72.0,3.93
29.0,1.84
74.0,1.26
80.0,1.18
38.0,3.42
17.0,1.37
51.0,3.16
52.0,2.61
77.0,1.16
13.0,1.05
80.0,1.86
80.0,2.13
19.0,0.99
54.0,5.0
48.0,0.27
29.0,1.23
20.0,2.41
63.0,1.23
55.0,4.27
72.0,5.0
70.0,4.59
70.0,1.69
80.0,0.99
38.0,1.8
8.0,4.32
25.0,0.3
40.0,0.98
58.0,0.59
47.0,5.0
74.0,1.37
80.0,0.74
43.0,5.0
59.0,5.0
43.0,5.0
75.0,5.0
80.0,1.2
45.0,2.41
39.0,4.86
32.0,0.38
80.0,2.07
41.0,3.04
68.0,2.73
20.0,1.17
76.0,1.78
52.0,1.42
5.397605346934028e-79,4.46
28.0,4.92
5.397605346934028e-79,5.0
29.0,0.03
32.0,5.0
19.0,0.46
9.0,4.56
26.0,5.0
25.0,4.43
2.0,4.02
58.0,3.69
72.0,4.42
34.0,5.0
60.0,5.0
67.0,5.0
31.0,4.8
22.0,5.0
67.0,5.0
56.0,4.93
3.0,3.24
67.0,5.0
62.0,5.0
32.0,5.0
62.0,0.74
5.0,2.26
27.0,2.43
46.0,1.71
15.0,1.54
8.0,3.19
27.0,3.24
40.0,3.33
63.0,3.17
21.0,3.44
33.0,2.67
12.0,1.8
52.0,0.65
13.0,0.45
79.0,1.37
33.0,0.02
63.0,1.89
9.0,4.83
66.0,5.0
73.0,1.44
80.0,3.28
8.0,4.33
59.0,1.22
5.397605346934028e-79,0.23
38.0,0.79
58.0,0.75
52.0,2.13
55.0,0.74
34.0,2.88
65.0,5.0
1.0,0.24
2.0,2.63
61.0,5.0
17.0,4.99
58.0,0.07
63.0,2.13
18.0,0.58
20.0,0.04
5.0,0.74
65.0,0.1
5.397605346934028e-79,5.0
13.0,5.0
21.0,3.9
70.0,1.47
25.0,5.0
77.0,2.74
9.0,5.0
42.0,0.97
46.0,2.95
20.0,2.32
12.0,1.09
39.0,1.23
46.0,2.21
54.0,1.77
15.0,2.48
80.0,0.62
61.0,1.37
22.0,1.1
11.0,4.9
43.0,5.0
20.0,5.0
80.0,5.0
4.0,1.61
37.0,4.4
67.0,3.24
61.0,0.82
80.0,0.36
40.0,0.43
1.0,0.75
80.0,1.97
80.0,5.0
36.0,5.0
64.0,1.52
58.0,2.66
68.0,3.93
73.0,1.99
49.0,1.53
29.0,0.96
25.0,2.39
21.0,0.15
15.0,1.51
6.0,4.83
34.0,5.0
43.0,3.13
57.0,2.58
14.0,1.46
9.0,0.62
60.0,0.66
19.0,5.0
80.0,1.55
60.0,5.397605346934028e-79
52.0,4.05
59.0,0.09
2.0,2.83
34.0,4.53
2.0,4.43
15.0,2.85
33.0,4.78
48.0,3.16
41.0,5.0
61.0,5.0
37.0,1.01
66.0,1.91
5.397605346934028e-79,0.34
9.0,0.43
57.0,5.0
18.0,3.87
64.0,2.94
23.0,0.55
35.0,2.05
57.0,4.37
4.0,2.02
68.0,1.01
62.0,5.0
28.0,1.0
2.0,5.0
71.0,5.0
4.0,1.8
19.0,1.67
11.0,0.8
1.0,2.17
1.0,0.42
8.0,0.3
41.0,0.7
20.0,0.07
7.0,0.48
63.0,3.99
62.0,1.72
71.0,2.03
23.0,5.0
52.0,2.64
40.0,5.0
51.0,5.0
15.0,2.34
18.0,5.0
63.0,5.0
55.0,5.0
27.0,1.75
12.0,0.57
80.0,4.42
21.0,2.11
50.0,5.0
5.397605346934028e-79,4.53
80.0,1.29
16.0,5.0
64.0,0.81
44.0,3.31
61.0,2.05
20.0,1.59
19.0,1.15
5.397605346934028e-79,1.41
56.0,1.82
61.0,5.0
29.0,0.25
16.0,1.42
80.0,5.0
31.0,4.27
52.0,2.29
58.0,2.52
20.0,1.77
